0,-7.21985912692218e-13
0.04,-0.312858936673785
0.08,-0.602551830414921
0.12,-0.876687425665385
0.16,-1.14351214604793
0.2,-1.41163891374279
0.24,-1.68971305522814
0.28,-1.986043601528
0.32,-2.30824768578496
0.36,-2.6629755686696
0.4,-3.05580038651648
0.44,-3.49136554435237
0.48,-3.97387708798536
0.52,-4.50799186784162
0.56,-5.10003995950473
0.6,-5.72507765983802
0.64,-5.61959783806898
0.68,-5.5731048059069
0.72,-5.62280069438733
0.76,-5.76544632240045
0.8,-5.99255684896786
0.84,-6.29256957011882
0.88,-6.65274670347026
0.92,-7.06024005674574
0.96,-7.50250366620134
1,-7.96739284987178
1.04,-8.44316692110271
1.08,-8.9184929698431
1.12,-9.38248494152541
1.16,-9.82478442541052
1.2,-10.2356762087237
1.24,-10.6062240812086
1.28,-10.9284087091386
1.32,-11.1952495212196
1.36,-11.4008956777592
1.4,-11.5406786941348
1.44,-11.6111177961689
1.48,-11.6098909870266
1.52,-11.5357633418009
1.56,-11.3884953802757
1.6,-11.1687296215973
1.64,-10.8778696478015
1.68,-10.5179572384761
1.72,-10.091553641606
1.76,-9.60162912603769
1.8,-9.05146342985708
1.84,-8.44455842891043
1.88,-7.78456334411492
1.92,-7.07521208080448
1.96,-6.32027181601619
2,-5.50779072458182
2.04,-4.37848596749505
2.08,-3.2179020666778
2.12,-2.04443791899152
2.16,-0.860739487795753
2.2,0.330600281641997
2.24,1.52705203021271
2.28,2.72616051766568
2.32,3.92555523234702
2.36,5.12296108463199
2.4,6.31620900827956
2.44,7.50324610764762
2.48,8.68214480290755
2.52,9.85111025593811
2.56,11.0084852269617
2.6,12.15275144017
2.64,13.2825265500564
2.68,14.3965559197285
2.72,15.4936986598528
2.76,16.5729077294761
2.8,17.633204347025
2.84,18.6736474616675
2.88,19.6932995370024
2.92,20.6911903384614
2.96,21.666280734364
3,22.6011098714
3.04,23.0049596554289
3.08,23.3907584368334
3.12,23.7703842760205
3.16,24.1392270005041
3.2,24.4925960328226
3.24,24.8258086868394
3.28,25.1342739173539
3.32,25.4135684219666
3.36,25.6595027693143
3.4,25.8681759830352
3.44,26.0360176948318
3.48,26.1598175666662
3.52,26.3354847949349
3.56,26.5524267264328
3.6,26.7078988811656
3.64,26.8010879827784
3.68,26.8315025398057
3.72,26.7989814864935
3.76,26.7036970319615
3.8,26.5461516142407
3.84,26.3271690698327
3.88,26.0478803361998
3.92,25.7097041906342
3.96,25.3143236837449
4,24.8636590428419
4.04,24.3598378979137
4.08,23.8051637231145
4.12,23.2020833954026
4.16,22.5531547565982
4.2,21.8610150327852
4.24,21.1283509207947
4.28,20.3578710972495
4.32,19.5522818393069
4.36,18.7142663626256
4.4,17.8464683746184
4.44,16.9514802043393
4.48,16.0318357029023
4.52,15.0900079148908
4.56,14.1284113134527
4.6,13.1494081872916
4.64,12.1553185871513
4.68,11.1484331022308
4.72,10.2224145214768
4.76,9.39179337759852
4.8,8.57187611894985
4.84,7.76526488138469
4.88,6.97450467073386
4.92,6.20211351305215
4.96,5.4506131180686
5,4.72255869403748
5.04,4.02056673095484
5.08,3.34733976302394
5.12,2.70568730289676
5.16,2.09854229044139
5.2,1.52897250519819
5.24,1.00018644889986
5.28,0.515533213010752
5.32,0.0784958116161096
5.36,-0.307322608418566
5.4,-0.638220357565717
5.44,-0.910427366282718
5.48,-1.12014477362755
5.52,-1.2635948412173
5.56,-1.33708207807996
5.6,-1.33706636175939
5.64,-1.26024862723076
5.68,-1.1036693424553
5.72,-1.05324698952546
5.76,-1.11705436267283
5.8,-1.10868139599786
5.84,-1.02758625034062
5.88,-0.874146936317776
5.92,-0.649791016762611
5.96,-0.35711708972658
6,-1.08996813795088e-10
